"Response ID","Time Started","Date Submitted","Status","q1_screening_class_action_5years","q2_new_regulations","q3_supreme_court_pro_class:q_item_","q4_legal_fees:q_item_","q5_file_dismissal_legal_fees:q_item_","q6_class_amount:q_item_","q7_attorney_general_position:q_item_","q8_defend_public:q_item_","גיל רון קינן ושות':q9_prosecutors","אייל גולדנברג:q9_prosecutors","שפירא בר אור מצקין:q9_prosecutors","שפיגלמן:q9_prosecutors","אבי רוקח:q9_prosecutors","בך - לדרמן:q9_prosecutors","גורודיסקי:q9_prosecutors","גרימברג - ורד:q9_prosecutors","ואנונו - זקבך:q9_prosecutors","מוסקוביץ – אזרואל:q9_prosecutors","יצחק אבירם:q9_prosecutors","קלעי רוזן:q9_prosecutors","אסף פינק:q9_prosecutors","רונן עדיני:q9_prosecutors","טנוס והאני ניזאר:q9_prosecutors","מסאלחה אחמד:q9_prosecutors","יוחי גבע:q9_prosecutors","פדלון&לופו:q9_prosecutors","גולן נפתלי:q9_prosecutors","מאור בן דוד:q9_prosecutors","שקד דדוש:q9_prosecutors","אורלי בן עמי:q9_prosecutors","זילברברג מלין:q9_prosecutors","לירון פרמינגר:q9_prosecutors","יונתן רפפורט:q9_prosecutors","אנגור דוד:q9_prosecutors","אמיר ישראלי:q9_prosecutors","רענן בשן:q9_prosecutors","איתי ליבנה:q9_prosecutors","פירט וילנסקי:q9_prosecutors","אסף שילה:q9_prosecutors","חן שטיין:q9_prosecutors","דוד מזרחי:q9_prosecutors","דן אשכנזי:q9_prosecutors","חן שטיין:q9_prosecutors","חן יערי רוזן עם גלעד ברנע:q9_prosecutors","אורי ברעם:q9_prosecutors","עובדיה כהן:q9_prosecutors","רם דקל:q9_prosecutors","שמש מנור:q9_prosecutors","אחר, פרט::q9_prosecutors","אחר, פרט::q9_prosecutors","הרצוג פוקס נאמן:q10_defendant","מיתר ליקוורניק:q10_defendant","גולדפרב זליגמן:q10_defendant","שבלת עם ראבד מגריזו:q10_defendant","פישר בכר חן וול אוריון:q10_defendant","מ.פירון:q10_defendant","גורנציקי:q10_defendant","יגאל ארנון:q10_defendant","נשיץ ברנדס אמיר:q10_defendant","ש.הורוביץ:q10_defendant","גרוס קלינדהנדלר:q10_defendant","פרל כהן לצר צדק ברץ:q10_defendant","עמית פולק מטלון:q10_defendant","עמר רייטר זאן:q10_defendant","ארדינסט בן נתן טולידנו ושות:q10_defendant","זיסמן אהרוני גייר:q10_defendant","בלטר גוט אלוני:q10_defendant","תדמור ושות פרופ' יובל לוי ושת:q10_defendant","אגמון ושות רוזנברג הכהן ושות:q10_defendant","דורון טיקוצקי קנטור:q10_defendant","ברנע:q10_defendant","ליפא מאיר:q10_defendant","ש.פרידמן:q10_defendant","יהודה רווה:q10_defendant","וקסלר ברגמן:q10_defendant","לויתן שרון:q10_defendant","יוסי לוי:q10_defendant","הררי טויסטר:q10_defendant","חיים פרוכרטר:q10_defendant","אליאס בן אריה:q10_defendant","בועז בן צור:q10_defendant","בן ארי פיש:q10_defendant","איתן מהולל שדות:q10_defendant","ברקמן וקלסר בלום:q10_defendant","רון גזית רוטנברג:q10_defendant","ויינברגר ברטנטל:q10_defendant","אחר, פרט::q10_defendant","אחר, פרט::q10_defendant","q11_judge_support","q12_judge_opposed","q13_new_law","אחר, פרט::q13_new_law","q14_court","צרכנות:q15_subject_profit","ביטוח:q15_subject_profit","בנקאות:q15_subject_profit","הגבלים עסקיים:q15_subject_profit","ניירות ערך:q15_subject_profit","מפגעים סביבתיים:q15_subject_profit","חוק איסור אפליה:q15_subject_profit","נגישות לאנשים עם מוגבלות:q15_subject_profit","דיני עבודה:q15_subject_profit","תביעות נגד רשויות:q15_subject_profit","חוק הספאם:q15_subject_profit","q16_favourable_end","q17_manage_suit","q18_representation","q19_unjustified_specify","city","status","אחר::status"
"158","2019-01-17 06:50:52","17/01/2019 1:51:10 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159","2019-01-17 07:06:06","17/01/2019 2:14:17 pm","Complete","1","1","2","2","5","3","3","4","","","","","","","גורודיסקי","","","מוסקוביץ – אזרואל","","","אסף פינק","","","","יוחי גבע","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","יגאל ארנון","נשיץ ברנדס אמיר","","","","","","","","","תדמור ושות פרופ' יובל לוי ושת","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","דורון חסדאי","prisoner_rights","","מחוזי מרכז","","","","הגבלים עסקיים","","","","","","","","settlement","coop_office","prosecutors","תביעה  מועתקת","אום אל-פחם","owner",""
"160","2019-01-17 07:14:24","17/01/2019 2:16:45 pm","Partial","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161","2019-01-17 07:39:51","17/01/2019 2:44:15 pm","Partial","1","2","3","3","2","3","5","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","קלעי רוזן","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","","מיתר ליקוורניק","גולדפרב זליגמן","","","","גורנציקי","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","מנחם רניאל","צילה צפת","","","","","","","","","","","","","","","","","","","","",""
"162","2019-01-17 07:50:44","17/01/2019 2:54:21 pm","Partial","1","2","4","4","3","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","2019-01-17 07:55:17","17/01/2019 2:55:56 pm","Partial","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164","2019-01-17 08:37:46","17/01/2019 3:37:56 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165","2019-01-17 09:34:41","17/01/2019 4:39:28 pm","Partial","1","2","4","2","1","1","4","2","גיל רון קינן ושות'","","","","","","","","","","","קלעי רוזן","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מיתר ליקוורניק","","","","","","","","","","","","","","","","","","","","","","","","","","","חיים פרוכרטר","","בועז בן צור","","","","","","אחר, פרט:","חיים צדוק ","","","","","","","","","","","","","","","","","","","","","","",""
"166","2019-01-17 17:13:19","18/01/2019 12:21:45 am","Complete","1","2","2","2","4","2","2","4","","","","","","","","","","","יצחק אבירם","","אסף פינק","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","אורי ברעם","עובדיה כהן","","","","","","מיתר ליקוורניק","","","","מ.פירון","","","נשיץ ברנדס אמיר","","","","","","ארדינסט בן נתן טולידנו ושות","","בלטר גוט אלוני","","","","","","","","","","","","","","","","","","","","","","הדס  עובדיה","אסתר שטמר","public_housing","","מחוזי ת""א","","ביטוח","","","","מפגעים סביבתיים","","","","","","settlement","coop_office","prosecutors"," תביעה ללא בסיס עובדתי","תל אביב -יפו","owner",""
"167","2019-01-17 23:20:13","18/01/2019 6:21:40 am","Partial","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168","2019-01-18 04:49:22","18/01/2019 11:50:53 am","Partial","1","1","1","2","3","4","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","2019-01-18 05:21:26","18/01/2019 12:22:36 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170","2019-01-18 14:31:27","18/01/2019 9:39:39 pm","Complete","1","2","2","3","1","3","4","4","","","","","","","","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","זיסמן אהרוני גייר","","","","","","","","","","","","","","","","","","","","","","","אסתר נחליאלי חיאט","מיכל נד''ב","education","","מחוזי מרכז","","","","","","","","נגישות לאנשים עם מוגבלות","","","","settlement","single_office","prosecutors","נתבעים קטנים","ירושלים","other","מנהל"
"172","2019-01-20 04:41:26","20/01/2019 11:55:14 am","Complete","1","2","3","2","3","1","3","3","גיל רון קינן ושות'","","","","","","","","","","","","","","טנוס והאני ניזאר","","","","","","","","","","","","אמיר ישראלי","","","","אסף שילה","","","","","","","","","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","גורנציקי","","","","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","ש.פרידמן","","","","","","","","","","","","","","","","שושנה אלמגור","הדס  עובדיה","privacy","","מחוזי ת""א","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","single_office","defendents","תובענה שאין בה עילה תביעה אמיתית וכל כוונתה להעשיר את ב""כ התובע הייצוגי","תל אביב -יפו","employed",""
"173","2019-01-20 04:47:12","20/01/2019 11:54:39 am","Complete","1","2","3","2","3","2","2","2","","","","","","","","","","","","","","","טנוס והאני ניזאר","","","פדלון&לופו","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","הרצוג פוקס נאמן","","","","פישר בכר חן וול אוריון","","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","ש.פרידמן","","","","","","","","","","","","","","","","שושנה אלמגור","אסתר שטמר","prisoner_rights","","מחוזי ת""א","","","בנקאות","","ניירות ערך","","","","","","","dismissal","single_office","defendents","תובענה שאין בה עילה ולא נועדה לשרת את הקבוצה אלא להעשיר את התובע הייצוגי וב""כ","תל אביב","employed",""
"174","2019-01-20 05:07:21","20/01/2019 12:12:49 pm","Partial","1","2","3","3","2","2","3","2","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","בך - לדרמן","","","","","יצחק אבירם","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","עמר רייטר זאן","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","צילה צפת","","","","","","","","","","","","","","","","","","","","",""
"176","2019-01-21 04:02:08","21/01/2019 11:06:38 am","Complete","1","2","3","4","4","1","3","4","גיל רון קינן ושות'","","","","אבי רוקח","","","","","","","קלעי רוזן","","","","","","","","","","","","","","","אמיר ישראלי","","","","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","גורנציקי","יגאל ארנון","","","","","","עמר רייטר זאן","","","","","","","","","ש.פרידמן","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","privacy","","מחוזי ת""א","","","","הגבלים עסקיים","","","","נגישות לאנשים עם מוגבלות","","","","legal_mediation","single_office","defendents","תובענה שבא לא באמת נגרם נזק ללקוח.","תל אביב","partner",""
"178","2019-01-24 02:25:59","24/01/2019 9:39:12 am","Complete","1","2","2","2","2","3","1","4","","","","","","בך - לדרמן","","","","","","","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","","","","הרצוג פוקס נאמן","מיתר ליקוורניק","","","פישר בכר חן וול אוריון","","גורנציקי","","","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מיכל נד''ב","צילה צפת","internet","","מחוזי מרכז","צרכנות","","","","ניירות ערך","","","","","","","legal_mediation","single_office","prosecutors","תביעת עיתונים","תל אביב -יפו","partner",""
"179","2019-01-24 04:03:41","24/01/2019 11:05:24 am","Partial","1","1","3","3","4","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180","2019-01-25 04:53:29","25/01/2019 11:54:34 am","Partial","1","4","5","5","2","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181","2019-01-25 04:53:48","25/01/2019 11:54:06 am","Partial","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182","2019-01-25 04:53:52","28/01/2019 11:02:48 am","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183","2019-01-25 04:54:15","25/01/2019 12:01:59 pm","Complete","1","1","2","3","3","4","3","4","גיל רון קינן ושות'","אייל גולדנברג","","","","","","","","","","","","רונן עדיני","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","שמש מנור","","","","מיתר ליקוורניק","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","other","פקודת הנזיקין","מחוזי י-ם","","ביטוח","","","ניירות ערך","","","","","","","legal_mediation","single_office","both","סימון מוצרים","רמת גן","partner",""
"184","2019-01-25 04:54:25","26/01/2019 9:58:15 am","Complete","1","2","3","2","3","2","4","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","","","","","","","","","","","","","","","רענן בשן","","","","","","","","","","","רם דקל","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","אסתר שטמר","צילה צפת","privacy","","מחוזי מרכז","צרכנות","","","","","","","","","","","dismissal","single_office","defendents","חסרת עילה או ביסוס","תל אביב -יפו","partner",""
"185","2019-01-25 04:58:16","25/01/2019 12:03:26 pm","Complete","1","4","4","4","1","2","3","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","מ.פירון","","","","","","","עמית פולק מטלון","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","רון גזית רוטנברג","","","","שושנה אלמגור","צילה צפת","public_housing","","מחוזי ת""א","","","","","","","","נגישות לאנשים עם מוגבלות","","","","settlement","single_office","defendents","תובענה שאין בה עניין לציבור וכל תכליתה הסתלקות מהירה וקבלת שכר טרחה לתובע המייצג",",תל אביב","partner",""
"186","2019-01-25 04:59:40","25/01/2019 12:06:20 pm","Complete","1","2","4","4","2","3","4","5","","","","","","בך - לדרמן","גורודיסקי","","","","","קלעי רוזן","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","איתן חיימוביץ","","","","","פישר בכר חן וול אוריון","מ.פירון","","יגאל ארנון","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","ליפא מאיר","","","","","","","","","","","","","","","","","אסתר שטמר","יגאל גריל","internet","","מחוזי מרכז","צרכנות","","","הגבלים עסקיים","","","","","","","","verdict","no_preference","prosecutors","תביעה קטנונית","תל אביב -יפו","owner",""
"187","2019-01-25 05:00:21","25/01/2019 12:00:29 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188","2019-01-25 05:19:06","25/01/2019 12:25:19 pm","Complete","1","1","1","1","5","5","3","5","","","","","","","","","","","","","אסף פינק","","טנוס והאני ניזאר","מסאלחה אחמד","יוחי גבע","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","שבלת עם ראבד מגריזו","","מ.פירון","","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","איתן מהולל שדות","","","","","","עידית ברקוביץ","מיכל נד''ב","other","דיני הנזיקין ","מחוזי מרכז","","","בנקאות","","","","חוק איסור אפליה","","","","","settlement","no_preference","prosecutors","אי אשפר להגיד תביעת סרק שכן גם תביעות רגילות מוגשת ונדחות, ואין הדבר מצביע על היותה תביעת סרק ! זה מונח שנכנס לפרקטיקה בחטא ויש להוקיעו ","חיפה","owner",""
"189","2019-01-25 05:22:58","25/01/2019 12:30:10 pm","Complete","1","2","3","2","4","2","3","5","","","שפירא בר אור מצקין","","","","","","","מוסקוביץ – אזרואל","","","","","","","","","","","","","","","יונתן רפפורט","","","","","","","","","","","","","","","שמש מנור","","","","","גולדפרב זליגמן","","","","","","","ש.הורוביץ","","","עמית פולק מטלון","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","דורון חסדאי","privacy","","מחוזי ת""א","","","בנקאות","","ניירות ערך","","","","","","","settlement","single_office","defendents","תובענה שהוגשה במטרה להסתלק עם תגמול. ","תל אביב -יפו","employed",""
"190","2019-01-25 05:33:52","25/01/2019 12:34:13 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"191","2019-01-25 05:42:08","25/01/2019 12:42:21 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192","2019-01-25 05:47:54","25/01/2019 12:51:11 pm","Partial","1","4","4","4","2","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193","2019-01-25 06:09:28","25/01/2019 1:17:30 pm","Complete","1","2","4","4","4","3","4","4","","","","","","","","","","","יצחק אבירם","","","","טנוס והאני ניזאר","","","","","","","","","","","","אמיר ישראלי","","","פירט וילנסקי","","","","","","","","","","שמש מנור","","","","מיתר ליקוורניק","גולדפרב זליגמן","","פישר בכר חן וול אוריון","מ.פירון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","מנחם רניאל","גילה כנפי-שטייניץ","privacy","","מחוזי מרכז","","","בנקאות","","ניירות ערך","","","","","","","settlement","single_office","defendents","תובענה שעילתה מאולצת ואיננה באמת מבטאת אינטרס של הציבור","תל אביב -יפו","partner",""
"194","2019-01-25 06:29:19","25/01/2019 1:37:14 pm","Complete","1","3","3","2","4","5","3","5","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","","","","","","","","","","","","","","","","","איתי ליבנה","","אסף שילה","","","","","","אורי ברעם","","","","","","","","","","","","","","","","","","","","","","","","","","","","ש.פרידמן","","","","","","","","","","","","","","","","שושנה אלמגור","אסתר שטמר","internet","","מחוזי ת""א","צרכנות","","","הגבלים עסקיים","","","","","","","","verdict","single_office","defendents","שאין בהן נזק ","תל אביב","partner",""
"195","2019-01-25 06:30:55","25/01/2019 4:05:10 pm","Complete","1","2","3","3","2","2","2","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שמש מנור","","","","","","","","","","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","מנחם רניאל","יגאל גריל","privacy","","מחוזי חיפה","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","coop_office","prosecutors","שמוגשת מראש כדי להשיג הסדר הסתלקות.","רמת גן","partner",""
"196","2019-01-25 06:40:16","25/01/2019 2:13:11 pm","Complete","1","2","3","3","4","2","3","3","","","","","","","","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","יוסי לוי","","","","","","","","","","","","שושנה אלמגור","תמר בזק רפפורט","old_age","","מחוזי מרכז","צרכנות","","","הגבלים עסקיים","","","","","","","","settlement","single_office","defendents","תובענה בה מבשל התובע את עילתו האישית","רמת גן","employed",""
"197","2019-01-25 06:56:31","25/01/2019 2:03:34 pm","Partial","1","1","2","2","5","4","4","5","","אייל גולדנברג","","","","","גורודיסקי","","","","","","אסף פינק","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אחר, פרט:","אין דעה","","","","","","","","","","","","","","","","","","","","","","",""
"198","2019-01-25 07:50:52","25/01/2019 2:57:11 pm","Complete","1","1","3","3","4","5","4","5","גיל רון קינן ושות'","","","","","","גורודיסקי","","","","","","אסף פינק","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","רם דקל","","","","","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","מ.פירון","","","","","","","","","","","","","","","","","","יהודה רווה","","","","","","","","","","","","","","","מיכל אגמון גונן","גילה כנפי-שטייניץ","public_housing","","מחוזי י-ם","צרכנות","","","","","מפגעים סביבתיים","","","","","","verdict","coop_office","prosecutors","תובענה שאין מסמכים לתמוך בה.","ירושלים","owner",""
"199","2019-01-25 07:48:25","28/01/2019 10:24:41 pm","Complete","1","3","3","2","2","2","4","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","קלעי רוזן","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ש.הורוביץ","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","הררי טויסטר","","","","","","","","","","","מנחם רניאל","הדס  עובדיה","privacy","","מחוזי חיפה","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","no_preference","state","כאשר אין נזק","תל אביב","employed",""
"200","2019-01-25 08:22:28","25/01/2019 3:26:27 pm","Complete","1","2","2","3","2","2","4","5","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","רם דקל","שמש מנור","","","הרצוג פוקס נאמן","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","","יגאל ארנון","","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","internet","","מחוזי מרכז","צרכנות","ביטוח","","","","","","","","","","settlement","single_office","prosecutors","תביעה קנטרנית או כזו שאין עילה","חיפה","owner",""
"201","2019-01-25 09:12:49","25/01/2019 4:13:17 pm","Partial","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202","2019-01-25 09:21:05","25/01/2019 4:22:11 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203","2019-01-25 10:23:14","25/01/2019 5:28:45 pm","Complete","1","3","1","2","2","2","2","5","","","","","","בך - לדרמן","","","","","","","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","","","","","","","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אסתר שטמר","מיכל נד''ב","old_age","","מחוזי מרכז","","","","","ניירות ערך","","","","","","","verdict","single_office","prosecutors","תובעני ללא עילת תביעה","תל אביב -יפו","owner",""
"204","2019-01-25 11:31:44","25/01/2019 6:35:55 pm","Complete","1","4","4","3","3","5","2","5","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","פירט וילנסקי","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","","","","","","עמית פולק מטלון","","","","","","","","ברנע","ליפא מאיר","","","","","","","","","בועז בן צור","","","","","","","","יחזקאל קינר","הדס  עובדיה","old_age","","מחוזי מרכז","","","","הגבלים עסקיים","ניירות ערך","","","","","","","settlement","single_office","defendents","תביעות סימון","תל אביב","partner",""
"205","2019-01-25 12:06:16","25/01/2019 7:10:56 pm","Complete","1","2","4","4","4","5","1","5","","","","","","בך - לדרמן","","","","","","","","","","","","","","","","אורלי בן עמי","","","","","אמיר ישראלי","","","","אסף שילה","","דוד מזרחי","","","","","","","","","","","מיתר ליקוורניק","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","","","","","","","","","","","","","","","","","","","","","מנחם רניאל","צילה צפת","internet","","מחוזי מרכז","צרכנות","","","","","","","","","","","legal_mediation","single_office","prosecutors","לת לא בסיס עובדתי","חיפה","owner",""
"206","2019-01-25 13:25:59","25/01/2019 8:30:10 pm","Complete","1","1","4","2","3","4","3","3","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","","","טנוס והאני ניזאר","","יוחי גבע","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","הרצוג פוקס נאמן","","","","פישר בכר חן וול אוריון","מ.פירון","גורנציקי","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","privacy","","מחוזי נצרת","","","","","ניירות ערך","","","נגישות לאנשים עם מוגבלות","","","","dismissal","single_office","defendents",".","תל אביב -יפו","employed",""
"207","2019-01-25 15:36:16","25/01/2019 10:39:56 pm","Complete","1","5","4","1","3","2","1","4","","","שפירא בר אור מצקין","","","","","","","מוסקוביץ – אזרואל","יצחק אבירם","","","","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","שמש מנור","","","","","","","","","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","גילה כנפי-שטייניץ","privacy","","מחוזי מרכז","צרכנות","","בנקאות","","","","","","","","","settlement","no_preference","defendents","בלי עילה","תל אביב -יפו","partner",""
