"Response ID","Set Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Card Number:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","שיטת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","סכום הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","אופן קבלת הפיצוי:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  ","Score:כעת תוצג לך סדרה של אפשרויות בחירה. בכל פעם יופיעו <strong>שלוש אפשרויות שונות</strong> ועליך לבחור את <strong>האפשרות המועדפת עליך מבין השלוש:</strong><br /><br /><strong>בית משפט פסק לטובת צד התובעים בתובענה ייצוגית.<br /> כעת השופט נדרש לבחור את אופן מתן הפיצוי לציבור הנפגע.<br /> מבין האפשרויות הבאות, <u>מה הפיצוי המועדף עליך</u>?</strong><br />  "
"423","5","1","push","25","coupon","0"
"423","5","2","push","50","credit_cart","0"
"423","5","3","pull","25","refund_next_purchase","100"
"424","1","1","push","100","another_product","0"
"424","1","2","push","25","credit_cart","100"
"424","1","3","pull","50","refund_next_purchase","0"
"424","2","1","pull","75","bank_cheque","100"
"424","2","2","push","50","coupon","0"
"424","2","3","pull","25","bank_cheque","0"
"424","3","1","pull","75","coupon","0"
"424","3","2","pull","100","another_product","0"
"424","3","3","push","50","credit_cart","100"
"424","4","1","push","75","another_product","0"
"424","4","2","pull","25","credit_cart","100"
"424","4","3","pull","100","refund_next_purchase","0"
"424","5","1","pull","50","coupon","0"
"424","5","2","pull","75","refund_next_purchase","0"
"424","5","3","push","100","bank_cheque","100"
"425","1","1","push","100","bank_cheque","100"
"425","1","2","pull","25","coupon","0"
"425","1","3","push","75","another_product","0"
"425","2","1","push","25","credit_cart","100"
"425","2","2","push","100","another_product","0"
"425","2","3","push","50","refund_next_purchase","0"
"425","3","1","pull","75","refund_next_purchase","0"
"425","3","2","push","100","coupon","0"
"425","3","3","pull","50","bank_cheque","100"
"425","4","1","pull","25","credit_cart","0"
"425","4","2","push","50","coupon","0"
"425","4","3","pull","50","credit_cart","100"
"425","5","1","pull","75","another_product","0"
"425","5","2","pull","25","bank_cheque","100"
"425","5","3","pull","100","another_product","0"
"427","1","1","pull","75","bank_cheque","100"
"427","1","2","push","50","coupon","0"
"427","1","3","push","25","another_product","0"
"427","2","1","push","100","credit_cart","100"
"427","2","2","pull","25","refund_next_purchase","0"
"427","2","3","push","100","coupon","0"
"427","3","1","push","50","another_product","0"
"427","3","2","push","75","refund_next_purchase","0"
"427","3","3","push","25","credit_cart","100"
"427","4","1","push","100","bank_cheque","100"
"427","4","2","pull","50","another_product","0"
"427","4","3","pull","100","bank_cheque","0"
"427","5","1","pull","75","credit_cart","100"
"427","5","2","pull","50","refund_next_purchase","0"
"427","5","3","pull","25","coupon","0"
"428","1","1","push","75","another_product","0"
"428","1","2","pull","100","credit_cart","100"
"428","1","3","pull","25","refund_next_purchase","0"
"428","2","1","pull","50","bank_cheque","0"
"428","2","2","pull","75","coupon","100"
"428","2","3","push","25","credit_cart","0"
"428","3","1","push","50","coupon","100"
"428","3","2","push","25","bank_cheque","0"
"428","3","3","push","100","refund_next_purchase","0"
"428","4","1","push","100","another_product","0"
"428","4","2","push","75","refund_next_purchase","100"
"428","4","3","push","50","another_product","0"
"428","5","1","push","100","credit_cart","100"
"428","5","2","pull","50","coupon","0"
"428","5","3","pull","25","coupon","0"
"429","1","1","pull","75","bank_cheque","0"
"429","1","2","pull","100","credit_cart","100"
"429","1","3","push","25","refund_next_purchase","0"
"429","2","1","pull","50","coupon","0"
"429","2","2","push","75","another_product","100"
"429","2","3","pull","25","coupon","0"
"429","3","1","push","100","another_product","0"
"429","3","2","push","25","bank_cheque","0"
"429","3","3","pull","75","credit_cart","100"
"429","4","1","push","100","coupon","100"
"429","4","2","push","50","credit_cart","0"
"429","4","3","push","50","another_product","0"
"429","5","1","push","100","refund_next_purchase","0"
"429","5","2","pull","25","refund_next_purchase","0"
"429","5","3","push","75","coupon","100"
"430","1","1","push","75","bank_cheque","100"
"430","1","2","pull","50","credit_cart","0"
"430","1","3","push","100","refund_next_purchase","0"
"430","2","1","push","50","coupon","0"
"430","2","2","pull","25","another_product","0"
"430","2","3","pull","75","credit_cart","100"
"430","3","1","pull","100","another_product","0"
"430","3","2","push","25","coupon","0"
"430","3","3","pull","100","refund_next_purchase","100"
"430","4","1","push","75","coupon","100"
"430","4","2","push","50","refund_next_purchase","0"
"430","4","3","push","25","bank_cheque","0"
"430","5","1","push","100","bank_cheque","100"
"430","5","2","pull","25","credit_cart","0"
"430","5","3","push","50","bank_cheque","0"
"431","1","1","pull","100","bank_cheque","100"
"431","1","2","push","25","credit_cart","0"
"431","1","3","pull","50","refund_next_purchase","0"
"431","2","1","push","75","another_product","0"
"431","2","2","push","50","refund_next_purchase","0"
"431","2","3","push","100","another_product","100"
"431","3","1","pull","25","bank_cheque","0"
"431","3","2","push","100","credit_cart","100"
"431","3","3","push","25","coupon","0"
"431","4","1","pull","50","coupon","0"
"431","4","2","pull","75","refund_next_purchase","100"
"431","4","3","pull","100","credit_cart","0"
"431","5","1","pull","75","bank_cheque","0"
"431","5","2","pull","25","another_product","100"
"431","5","3","push","50","coupon","0"
"432","1","1","push","100","another_product","0"
"432","1","2","push","50","coupon","0"
"432","1","3","pull","75","credit_cart","100"
"432","2","1","push","50","refund_next_purchase","0"
"432","2","2","push","25","bank_cheque","0"
"432","2","3","pull","100","coupon","100"
"432","3","1","push","75","credit_cart","100"
"432","3","2","pull","25","bank_cheque","0"
"432","3","3","pull","50","another_product","0"
"432","4","1","pull","100","bank_cheque","100"
"432","4","2","push","25","another_product","0"
"432","4","3","push","100","coupon","0"
"432","5","1","push","75","refund_next_purchase","0"
"432","5","2","push","25","credit_cart","100"
"432","5","3","pull","50","refund_next_purchase","0"
"433","1","1","push","75","another_product","0"
"433","1","2","pull","100","coupon","100"
"433","1","3","pull","25","credit_cart","0"
"433","2","1","push","50","bank_cheque","0"
"433","2","2","push","75","refund_next_purchase","0"
"433","2","3","push","100","bank_cheque","100"
"433","3","1","push","25","credit_cart","0"
"433","3","2","pull","50","refund_next_purchase","0"
"433","3","3","push","25","coupon","100"
"433","4","1","pull","100","refund_next_purchase","0"
"433","4","2","pull","50","coupon","100"
"433","4","3","pull","75","another_product","0"
"433","5","1","pull","100","another_product","0"
"433","5","2","push","75","bank_cheque","100"
"433","5","3","push","50","credit_cart","0"
"434","1","1","pull","100","bank_cheque","100"
"434","1","2","pull","50","coupon","0"
"434","1","3","push","25","credit_cart","0"
"434","2","1","pull","75","refund_next_purchase","0"
"434","2","2","push","100","credit_cart","100"
"434","2","3","pull","75","another_product","0"
"434","3","1","pull","50","bank_cheque","0"
"434","3","2","push","25","coupon","100"
"434","3","3","pull","100","refund_next_purchase","0"
"434","4","1","pull","75","coupon","0"
"434","4","2","push","50","refund_next_purchase","0"
"434","4","3","push","25","another_product","100"
"434","5","1","pull","100","another_product","0"
"434","5","2","push","75","credit_cart","100"
"434","5","3","pull","25","coupon","0"
"435","1","1","push","100","another_product","0"
"435","1","2","pull","50","coupon","0"
"435","1","3","push","75","bank_cheque","100"
"435","2","1","push","50","credit_cart","100"
"435","2","2","pull","100","bank_cheque","0"
"435","2","3","pull","75","credit_cart","0"
"435","3","1","pull","100","another_product","0"
"435","3","2","push","25","refund_next_purchase","100"
"435","3","3","push","25","coupon","0"
"435","4","1","pull","50","refund_next_purchase","0"
"435","4","2","pull","25","another_product","0"
"435","4","3","push","75","refund_next_purchase","100"
"435","5","1","push","50","coupon","0"
"435","5","2","pull","100","credit_cart","100"
"435","5","3","push","75","coupon","0"
"436","1","1","pull","75","bank_cheque","100"
"436","1","2","pull","50","credit_cart","0"
"436","1","3","pull","25","another_product","0"
"436","2","1","pull","100","coupon","0"
"436","2","2","push","75","refund_next_purchase","0"
"436","2","3","push","50","credit_cart","100"
"436","3","1","push","25","refund_next_purchase","0"
"436","3","2","push","100","bank_cheque","100"
"436","3","3","pull","25","coupon","0"
"436","4","1","push","50","another_product","0"
"436","4","2","pull","100","another_product","100"
"436","4","3","pull","75","coupon","0"
"436","5","1","pull","75","credit_cart","0"
"436","5","2","push","50","bank_cheque","0"
"436","5","3","pull","100","credit_cart","100"
"437","1","1","pull","100","bank_cheque","100"
"437","1","2","pull","50","credit_cart","0"
"437","1","3","pull","25","another_product","0"
"437","2","1","pull","75","refund_next_purchase","0"
"437","2","2","push","100","coupon","0"
"437","2","3","push","75","credit_cart","100"
"437","3","1","push","25","another_product","0"
"437","3","2","push","75","refund_next_purchase","0"
"437","3","3","pull","100","coupon","100"
"437","4","1","pull","50","bank_cheque","0"
"437","4","2","push","25","coupon","0"
"437","4","3","push","75","bank_cheque","100"
"437","5","1","pull","25","credit_cart","100"
"437","5","2","pull","50","refund_next_purchase","0"
"437","5","3","pull","100","another_product","0"
"438","1","1","pull","100","bank_cheque","100"
"438","1","2","pull","50","coupon","0"
"438","1","3","pull","25","another_product","0"
"438","2","1","push","50","refund_next_purchase","0"
"438","2","2","push","100","refund_next_purchase","0"
"438","2","3","pull","25","credit_cart","100"
"438","3","1","pull","75","coupon","0"
"438","3","2","push","50","bank_cheque","100"
"438","3","3","push","75","another_product","0"
"438","4","1","push","100","credit_cart","0"
"438","4","2","push","75","bank_cheque","100"
"438","4","3","pull","100","another_product","0"
"438","5","1","pull","75","refund_next_purchase","0"
"438","5","2","push","50","credit_cart","100"
"438","5","3","pull","25","refund_next_purchase","0"
"439","1","1","push","75","another_product","0"
"439","1","2","push","50","credit_cart","0"
"439","1","3","push","100","bank_cheque","100"
"439","2","1","push","25","coupon","0"
"439","2","2","pull","75","refund_next_purchase","0"
"439","2","3","push","50","bank_cheque","100"
"439","3","1","pull","25","coupon","0"
"439","3","2","pull","50","refund_next_purchase","0"
"439","3","3","push","100","credit_cart","100"
"439","4","1","pull","25","another_product","0"
"439","4","2","pull","100","coupon","0"
"439","4","3","push","25","another_product","100"
"439","5","1","pull","50","bank_cheque","0"
"439","5","2","push","75","refund_next_purchase","0"
"439","5","3","pull","100","credit_cart","100"
"440","1","1","push","100","bank_cheque","100"
"440","1","2","push","50","coupon","0"
"440","1","3","pull","75","another_product","0"
"440","2","1","pull","25","refund_next_purchase","100"
"440","2","2","pull","100","credit_cart","0"
"440","2","3","pull","75","refund_next_purchase","0"
"440","3","1","push","50","credit_cart","100"
"440","3","2","push","25","bank_cheque","0"
"440","3","3","push","100","another_product","0"
"440","4","1","pull","75","coupon","0"
"440","4","2","push","50","another_product","0"
"440","4","3","push","75","coupon","100"
"440","5","1","pull","25","credit_cart","0"
"440","5","2","pull","100","bank_cheque","100"
"440","5","3","pull","50","refund_next_purchase","0"
"441","1","1","pull","75","another_product","0"
"441","1","2","push","100","credit_cart","100"
"441","1","3","pull","25","refund_next_purchase","0"
"441","2","1","push","100","coupon","100"
"441","2","2","pull","75","bank_cheque","0"
"441","2","3","pull","50","credit_cart","0"
"441","3","1","pull","50","bank_cheque","0"
"441","3","2","pull","100","another_product","0"
"441","3","3","push","75","coupon","100"
"441","4","1","pull","50","refund_next_purchase","0"
"441","4","2","pull","25","coupon","0"
"441","4","3","push","75","refund_next_purchase","100"
"441","5","1","push","50","credit_cart","100"
"441","5","2","pull","100","bank_cheque","0"
"441","5","3","push","25","another_product","0"
"442","1","1","pull","75","bank_cheque","0"
"442","1","2","push","100","coupon","100"
"442","1","3","push","25","another_product","0"
"442","2","1","push","100","credit_cart","100"
"442","2","2","pull","50","refund_next_purchase","0"
"442","2","3","pull","75","credit_cart","0"
"442","3","1","push","50","refund_next_purchase","0"
"442","3","2","push","75","coupon","100"
"442","3","3","push","25","bank_cheque","0"
"442","4","1","pull","50","coupon","0"
"442","4","2","pull","100","bank_cheque","100"
"442","4","3","push","50","another_product","0"
"442","5","1","push","100","another_product","0"
"442","5","2","push","75","credit_cart","100"
"442","5","3","push","25","refund_next_purchase","0"
"443","1","1","push","75","another_product","0"
"443","1","2","push","100","credit_cart","100"
"443","1","3","pull","50","refund_next_purchase","0"
"443","2","1","pull","100","coupon","100"
"443","2","2","push","50","refund_next_purchase","0"
"443","2","3","pull","25","coupon","0"
"443","3","1","pull","25","another_product","0"
"443","3","2","pull","75","bank_cheque","100"
"443","3","3","push","50","bank_cheque","0"
"443","4","1","push","25","credit_cart","0"
"443","4","2","push","100","bank_cheque","100"
"443","4","3","pull","25","refund_next_purchase","0"
"443","5","1","pull","100","credit_cart","100"
"443","5","2","pull","50","another_product","0"
"443","5","3","push","75","credit_cart","0"
"444","1","1","push","100","another_product","100"
"444","1","2","push","50","coupon","0"
"444","1","3","push","25","credit_cart","0"
"444","2","1","push","50","refund_next_purchase","0"
"444","2","2","push","100","bank_cheque","100"
"444","2","3","push","25","another_product","0"
"444","3","1","pull","75","refund_next_purchase","0"
"444","3","2","push","50","bank_cheque","0"
"444","3","3","pull","100","credit_cart","100"
"444","4","1","push","25","coupon","0"
"444","4","2","push","100","refund_next_purchase","0"
"444","4","3","pull","75","bank_cheque","100"
"444","5","1","push","75","coupon","0"
"444","5","2","pull","25","credit_cart","0"
"444","5","3","pull","75","coupon","100"
"445","1","1","pull","100","bank_cheque","100"
"445","1","2","push","25","coupon","0"
"445","1","3","push","50","another_product","0"
"445","2","1","pull","75","refund_next_purchase","0"
"445","2","2","pull","100","another_product","0"
"445","2","3","push","25","credit_cart","100"
"445","3","1","pull","75","bank_cheque","100"
"445","3","2","pull","25","refund_next_purchase","0"
"445","3","3","pull","75","coupon","0"
"445","4","1","pull","100","credit_cart","100"
"445","4","2","pull","50","bank_cheque","0"
"445","4","3","pull","50","credit_cart","0"
"445","5","1","pull","100","coupon","100"
"445","5","2","pull","50","another_product","0"
"445","5","3","push","75","refund_next_purchase","0"
"446","1","1","push","100","another_product","100"
"446","1","2","pull","25","coupon","0"
"446","1","3","pull","75","credit_cart","0"
"446","2","1","pull","50","bank_cheque","0"
"446","2","2","pull","75","refund_next_purchase","0"
"446","2","3","push","50","bank_cheque","100"
"446","3","1","push","100","refund_next_purchase","0"
"446","3","2","push","100","coupon","100"
"446","3","3","pull","50","credit_cart","0"
"446","4","1","pull","25","another_product","0"
"446","4","2","pull","25","credit_cart","0"
"446","4","3","push","75","another_product","100"
"446","5","1","pull","50","refund_next_purchase","0"
"446","5","2","push","100","bank_cheque","100"
"446","5","3","push","25","bank_cheque","0"
"447","1","1","push","100","bank_cheque","0"
"447","1","2","pull","25","coupon","0"
"447","1","3","push","75","credit_cart","100"
"447","2","1","push","25","refund_next_purchase","0"
"447","2","2","pull","50","another_product","100"
"447","2","3","push","75","coupon","0"
"447","3","1","pull","100","another_product","0"
"447","3","2","push","75","refund_next_purchase","0"
"447","3","3","push","100","credit_cart","100"
"447","4","1","push","50","refund_next_purchase","0"
"447","4","2","push","25","credit_cart","0"
"447","4","3","pull","75","bank_cheque","100"
"447","5","1","push","50","bank_cheque","100"
"447","5","2","push","25","coupon","0"
"447","5","3","push","100","another_product","0"
"448","1","1","pull","100","another_product","0"
"448","1","2","pull","25","credit_cart","100"
"448","1","3","push","50","refund_next_purchase","0"
"448","2","1","push","25","coupon","0"
"448","2","2","pull","50","bank_cheque","0"
"448","2","3","pull","100","credit_cart","100"
"448","3","1","push","75","bank_cheque","100"
"448","3","2","push","25","another_product","0"
"448","3","3","push","75","refund_next_purchase","0"
"448","4","1","push","100","coupon","100"
"448","4","2","pull","50","another_product","0"
"448","4","3","pull","100","coupon","0"
"448","5","1","pull","50","refund_next_purchase","0"
"448","5","2","push","25","bank_cheque","100"
"448","5","3","pull","50","credit_cart","0"
"449","1","1","pull","100","another_product","100"
"449","1","2","push","25","coupon","0"
"449","1","3","pull","50","credit_cart","0"
"449","2","1","pull","25","refund_next_purchase","0"
"449","2","2","push","75","credit_cart","100"
"449","2","3","push","50","refund_next_purchase","0"
"449","3","1","push","100","another_product","100"
"449","3","2","pull","50","coupon","0"
"449","3","3","pull","100","bank_cheque","0"
"449","4","1","push","75","coupon","100"
"449","4","2","push","25","bank_cheque","0"
"449","4","3","pull","50","bank_cheque","0"
"449","5","1","push","75","another_product","0"
"449","5","2","push","25","refund_next_purchase","0"
"449","5","3","pull","75","credit_cart","100"
"450","1","1","pull","75","bank_cheque","0"
"450","1","2","pull","50","credit_cart","100"
"450","1","3","pull","100","another_product","0"
"450","2","1","pull","50","coupon","0"
"450","2","2","push","100","another_product","100"
"450","2","3","push","75","refund_next_purchase","0"
"450","3","1","pull","100","refund_next_purchase","100"
"450","3","2","pull","25","bank_cheque","0"
"450","3","3","pull","25","credit_cart","0"
"450","4","1","pull","50","bank_cheque","0"
"450","4","2","push","25","credit_cart","0"
"450","4","3","push","75","another_product","100"
"450","5","1","push","50","coupon","100"
"450","5","2","pull","75","refund_next_purchase","0"
"450","5","3","pull","25","coupon","0"
"451","1","1","pull","75","another_product","0"
"451","1","2","pull","50","credit_cart","0"
"451","1","3","push","100","refund_next_purchase","100"
"451","2","1","pull","50","bank_cheque","0"
"451","2","2","push","25","coupon","0"
"451","2","3","push","100","credit_cart","100"
"451","3","1","pull","25","refund_next_purchase","0"
"451","3","2","pull","100","coupon","0"
"451","3","3","push","75","bank_cheque","100"
"451","4","1","push","50","another_product","0"
"451","4","2","push","75","another_product","0"
"451","4","3","pull","100","bank_cheque","100"
"451","5","1","pull","25","coupon","0"
"451","5","2","pull","75","credit_cart","100"
"451","5","3","push","25","refund_next_purchase","0"
"452","1","1","pull","100","another_product","100"
"452","1","2","push","25","credit_cart","0"
"452","1","3","push","75","refund_next_purchase","0"
"452","2","1","pull","50","coupon","0"
"452","2","2","pull","75","refund_next_purchase","0"
"452","2","3","pull","25","coupon","100"
"452","3","1","pull","50","bank_cheque","0"
"452","3","2","pull","100","bank_cheque","0"
"452","3","3","pull","50","credit_cart","100"
"452","4","1","pull","75","bank_cheque","100"
"452","4","2","pull","25","credit_cart","0"
"452","4","3","push","75","another_product","0"
"452","5","1","push","100","coupon","100"
"452","5","2","push","50","another_product","0"
"452","5","3","push","25","refund_next_purchase","0"
"453","1","1","push","75","bank_cheque","0"
"453","1","2","pull","100","credit_cart","0"
"453","1","3","push","50","refund_next_purchase","100"
"453","2","1","pull","100","another_product","100"
"453","2","2","pull","50","refund_next_purchase","0"
"453","2","3","push","25","another_product","0"
"453","3","1","push","75","coupon","100"
"453","3","2","pull","25","bank_cheque","0"
"453","3","3","push","25","credit_cart","0"
"453","4","1","pull","75","refund_next_purchase","100"
"453","4","2","push","50","coupon","0"
"453","4","3","pull","75","coupon","0"
"453","5","1","pull","50","credit_cart","0"
"453","5","2","push","100","another_product","100"
"453","5","3","pull","100","bank_cheque","0"
"454","1","1","push","100","bank_cheque","100"
"454","1","2","push","50","credit_cart","0"
"454","1","3","pull","75","refund_next_purchase","0"
"454","2","1","push","50","another_product","0"
"454","2","2","push","100","coupon","100"
"454","2","3","push","25","another_product","0"
"454","3","1","push","75","coupon","100"
"454","3","2","push","50","bank_cheque","0"
"454","3","3","pull","25","refund_next_purchase","0"
"454","4","1","push","75","bank_cheque","100"
"454","4","2","pull","100","another_product","0"
"454","4","3","pull","25","credit_cart","0"
"454","5","1","pull","75","credit_cart","0"
"454","5","2","pull","50","refund_next_purchase","0"
"454","5","3","pull","100","coupon","100"
"455","1","1","pull","100","bank_cheque","100"
"455","1","2","push","50","coupon","0"
"455","1","3","push","25","credit_cart","0"
"455","2","1","push","75","another_product","0"
"455","2","2","pull","25","credit_cart","0"
"455","2","3","pull","100","another_product","100"
"455","3","1","push","75","refund_next_purchase","0"
"455","3","2","push","100","coupon","100"
"455","3","3","push","25","refund_next_purchase","0"
"455","4","1","push","75","bank_cheque","100"
"455","4","2","pull","25","refund_next_purchase","0"
"455","4","3","pull","75","bank_cheque","0"
"455","5","1","pull","50","another_product","0"
"455","5","2","push","50","credit_cart","100"
"455","5","3","pull","50","coupon","0"
"456","1","1","push","100","another_product","0"
"456","1","2","push","25","coupon","0"
"456","1","3","push","75","bank_cheque","100"
"456","2","1","push","50","credit_cart","0"
"456","2","2","push","100","bank_cheque","100"
"456","2","3","pull","75","refund_next_purchase","0"
"456","3","1","pull","25","refund_next_purchase","0"
"456","3","2","pull","75","another_product","0"
"456","3","3","push","50","coupon","100"
"456","4","1","pull","100","another_product","0"
"456","4","2","pull","25","coupon","0"
"456","4","3","push","100","credit_cart","100"
"456","5","1","pull","25","credit_cart","0"
"456","5","2","push","50","bank_cheque","100"
"456","5","3","push","50","refund_next_purchase","0"
"457","1","1","pull","75","bank_cheque","0"
"457","1","2","pull","100","credit_cart","100"
"457","1","3","push","25","another_product","0"
"457","2","1","pull","100","refund_next_purchase","100"
"457","2","2","push","50","another_product","0"
"457","2","3","push","25","refund_next_purchase","0"
"457","3","1","pull","75","coupon","0"
"457","3","2","push","50","credit_cart","0"
"457","3","3","pull","100","bank_cheque","100"
"457","4","1","push","25","credit_cart","0"
"457","4","2","push","75","refund_next_purchase","100"
"457","4","3","push","50","coupon","0"
"457","5","1","push","75","another_product","0"
"457","5","2","push","100","coupon","100"
"457","5","3","push","50","refund_next_purchase","0"
"458","1","1","push","100","bank_cheque","100"
"458","1","2","pull","25","credit_cart","0"
"458","1","3","push","75","refund_next_purchase","0"
"458","2","1","push","50","another_product","0"
"458","2","2","push","75","coupon","100"
"458","2","3","push","25","coupon","0"
"458","3","1","push","100","credit_cart","100"
"458","3","2","pull","100","refund_next_purchase","0"
"458","3","3","pull","75","another_product","0"
"458","4","1","push","50","bank_cheque","0"
"458","4","2","pull","50","credit_cart","0"
"458","4","3","push","100","refund_next_purchase","100"
"458","5","1","push","25","another_product","100"
"458","5","2","pull","50","bank_cheque","0"
"458","5","3","pull","25","coupon","0"
"459","1","1","push","75","another_product","0"
"459","1","2","push","100","credit_cart","100"
"459","1","3","push","25","bank_cheque","0"
"459","2","1","pull","50","refund_next_purchase","0"
"459","2","2","push","75","bank_cheque","0"
"459","2","3","push","100","refund_next_purchase","100"
"459","3","1","push","25","coupon","0"
"459","3","2","pull","100","credit_cart","100"
"459","3","3","pull","50","coupon","0"
"459","4","1","push","25","another_product","0"
"459","4","2","push","75","refund_next_purchase","100"
"459","4","3","pull","25","bank_cheque","0"
"459","5","1","pull","100","coupon","100"
"459","5","2","push","50","another_product","0"
"459","5","3","pull","75","coupon","0"
"460","1","1","push","100","bank_cheque","0"
"460","1","2","pull","50","coupon","0"
"460","1","3","push","75","another_product","100"
"460","2","1","push","25","refund_next_purchase","0"
"460","2","2","pull","50","refund_next_purchase","100"
"460","2","3","push","25","credit_cart","0"
"460","3","1","push","75","credit_cart","0"
"460","3","2","push","100","coupon","100"
"460","3","3","push","50","another_product","0"
"460","4","1","push","75","bank_cheque","0"
"460","4","2","pull","25","another_product","0"
"460","4","3","pull","100","coupon","100"
"460","5","1","pull","25","credit_cart","0"
"460","5","2","pull","50","bank_cheque","0"
"460","5","3","pull","75","refund_next_purchase","100"
"461","1","1","pull","100","bank_cheque","100"
"461","1","2","push","50","coupon","0"
"461","1","3","push","75","another_product","0"
"461","2","1","push","25","refund_next_purchase","0"
"461","2","2","push","75","credit_cart","100"
"461","2","3","pull","50","refund_next_purchase","0"
"461","3","1","push","100","another_product","0"
"461","3","2","pull","50","credit_cart","100"
"461","3","3","push","25","bank_cheque","0"
"461","4","1","push","100","coupon","0"
"461","4","2","push","25","coupon","0"
"461","4","3","pull","75","bank_cheque","100"
"461","5","1","push","100","refund_next_purchase","0"
"461","5","2","pull","25","credit_cart","100"
"461","5","3","push","50","another_product","0"
"463","1","1","pull","75","bank_cheque","0"
"463","1","2","pull","100","credit_cart","100"
"463","1","3","push","25","another_product","0"
"463","2","1","push","50","refund_next_purchase","0"
"463","2","2","push","25","coupon","0"
"463","2","3","push","100","refund_next_purchase","100"
"463","3","1","push","50","another_product","0"
"463","3","2","push","75","bank_cheque","100"
"463","3","3","pull","50","credit_cart","0"
"463","4","1","pull","75","coupon","0"
"463","4","2","push","100","bank_cheque","100"
"463","4","3","pull","25","credit_cart","0"
"463","5","1","pull","100","coupon","100"
"463","5","2","pull","25","refund_next_purchase","0"
"463","5","3","pull","50","refund_next_purchase","0"
"464","1","1","pull","75","bank_cheque","100"
"464","1","2","pull","50","credit_cart","0"
"464","1","3","pull","25","refund_next_purchase","0"
"464","2","1","pull","50","coupon","0"
"464","2","2","pull","100","another_product","0"
"464","2","3","push","75","coupon","100"
"464","3","1","pull","100","refund_next_purchase","0"
"464","3","2","pull","75","another_product","0"
"464","3","3","push","50","credit_cart","100"
"464","4","1","pull","100","bank_cheque","100"
"464","4","2","push","50","refund_next_purchase","0"
"464","4","3","pull","75","credit_cart","0"
"464","5","1","pull","25","another_product","0"
"464","5","2","push","25","coupon","0"
"464","5","3","push","100","bank_cheque","100"
"465","1","1","pull","100","bank_cheque","0"
"465","1","2","push","50","coupon","100"
"465","1","3","pull","75","another_product","0"
"465","2","1","push","25","credit_cart","0"
"465","2","2","push","100","refund_next_purchase","0"
"465","2","3","pull","75","credit_cart","100"
"465","3","1","pull","50","another_product","0"
"465","3","2","pull","25","refund_next_purchase","0"
"465","3","3","pull","50","coupon","100"
"465","4","1","push","100","bank_cheque","0"
"465","4","2","push","75","another_product","100"
"465","4","3","pull","25","bank_cheque","0"
"465","5","1","pull","50","credit_cart","0"
"465","5","2","pull","100","refund_next_purchase","0"
"465","5","3","push","75","credit_cart","100"
"467","1","1","pull","100","another_product","0"
"467","1","2","pull","25","credit_cart","0"
"467","1","3","pull","50","bank_cheque","100"
"467","2","1","push","25","coupon","0"
"467","2","2","pull","75","bank_cheque","100"
"467","2","3","push","100","refund_next_purchase","0"
"467","3","1","pull","75","refund_next_purchase","0"
"467","3","2","push","50","another_product","100"
"467","3","3","pull","100","coupon","0"
"467","4","1","push","50","credit_cart","100"
"467","4","2","push","25","refund_next_purchase","0"
